"AIRPORT_SEQ_ID","AIRPORT_ID","AIRPORT","DISPLAY_AIRPORT_NAME","DISPLAY_AIRPORT_CITY_NAME_FULL","AIRPORT_WAC_SEQ_ID2","AIRPORT_WAC","AIRPORT_COUNTRY_NAME","AIRPORT_COUNTRY_CODE_ISO","AIRPORT_STATE_NAME","AIRPORT_STATE_CODE","AIRPORT_STATE_FIPS","CITY_MARKET_SEQ_ID","CITY_MARKET_ID","DISPLAY_CITY_MARKET_NAME_FULL","CITY_MARKET_WAC_SEQ_ID2","CITY_MARKET_WAC","LAT_DEGREES","LAT_HEMISPHERE","LAT_MINUTES","LAT_SECONDS","LATITUDE","LON_DEGREES","LON_HEMISPHERE","LON_MINUTES","LON_SECONDS","LONGITUDE","UTC_LOCAL_TIME_VARIATION","AIRPORT_START_DATE","AIRPORT_THRU_DATE","AIRPORT_IS_CLOSED","AIRPORT_IS_LATEST",
1000101,10001,"01A","Afognak Lake Airport","Afognak Lake, AK",101,1,"United States","US","Alaska","AK","02",3000101,30001,"Afognak Lake, AK",101,1,58,"N",6,34,58.10944444,152,"W",54,24,-152.90666667,"",2007-07-01,,0,1,
1000301,10003,"03A","Bear Creek Mining Strip","Granite Mountain, AK",101,1,"United States","US","Alaska","AK","02",3000301,30003,"Granite Mountain, AK",101,1,65,"N",32,53,65.54805556,161,"W",4,18,-161.07166667,"",2007-07-01,,0,1,
1000401,10004,"04A","Lik Mining Camp","Lik, AK",101,1,"United States","US","Alaska","AK","02",3000401,30004,"Lik, AK",101,1,68,"N",5,0,68.08333333,163,"W",10,0,-163.16666667,"",2007-07-01,,0,1,
1000501,10005,"05A","Little Squaw Airport","Little Squaw, AK",101,1,"United States","US","Alaska","AK","02",3000501,30005,"Little Squaw, AK",101,1,67,"N",34,12,67.57000000,148,"W",11,2,-148.18388889,"",2007-08-01,,0,1,
1000601,10006,"06A","Kizhuyak Bay","Kizhuyak, AK",101,1,"United States","US","Alaska","AK","02",3000601,30006,"Kizhuyak, AK",101,1,57,"N",44,43,57.74527778,152,"W",52,58,-152.88277778,"",2007-10-01,,0,1,
1000701,10007,"07A","Klawock Seaplane Base","Klawock, AK",101,1,"United States","US","Alaska","AK","02",3000701,30007,"Klawock, AK",101,1,55,"N",33,17,55.55472222,133,"W",6,6,-133.10166667,"",2008-04-01,,0,1,
1000801,10008,"08A","Elizabeth Island Airport","Elizabeth Island, AK",101,1,"United States","US","Alaska","AK","02",3000801,30008,"Elizabeth Island, AK",101,1,59,"N",9,25,59.15694444,151,"W",49,45,-151.82916667,"",2008-06-01,,0,1,
1000901,10009,"09A","Augustin Island","Homer, AK",101,1,"United States","US","Alaska","AK","02",3000901,30009,"Homer, AK",101,1,59,"N",21,46,59.36277778,153,"W",25,50,-153.43055556,"",2008-06-01,,0,1,
1001001,10010,"1B1","Columbia County","Hudson, NY",2201,22,"United States","US","New York","NY","36",3001001,30010,"Hudson, NY",2201,22,42,"N",17,20,42.28888889,73,"W",42,37,-73.71027778,"-0500",2009-04-01,2011-06-30,0,0,
1001002,10010,"1B1","Columbia County","Hudson, NY",2201,22,"United States","US","New York","NY","36",3001001,30010,"Hudson, NY",2201,22,42,"N",17,29,42.29138889,73,"W",42,37,-73.71027778,"-0500",2011-07-01,,0,1,
1001101,10011,"1G4","Grand Canyon West","Peach Springs, AZ",8101,81,"United States","US","Arizona","AZ","04",3001101,30011,"Peach Springs, AZ",8101,81,35,"N",59,25,35.99027778,113,"W",48,59,-113.81638889,"-0700",2008-07-01,2011-09-30,0,0,
1001102,10011,"1G4","Grand Canyon West","Peach Springs, AZ",8101,81,"United States","US","Arizona","AZ","04",3001101,30011,"Peach Springs, AZ",8101,81,35,"N",59,10,35.98611111,113,"W",49,1,-113.81694444,"-0700",2011-10-01,,0,1,
1001201,10012,"1N7","Blairstown Airport","Blairstown, NJ",2101,21,"United States","US","New Jersey","NJ","34",3001201,30012,"Blairstown, NJ",2101,21,40,"N",58,16,40.97111111,74,"W",59,51,-74.99750000,"-0500",2008-07-01,,0,1,
1001301,10013,"8F3","Crosbyton Municipal","Crosbyton, TX",7401,74,"United States","US","Texas","TX","48",3001301,30013,"Crosbyton, TX",7401,74,33,"N",37,26,33.62388889,101,"W",14,27,-101.24083333,"",2009-01-01,,0,1,
1001401,10014,"A01","Blair Lake","Fairbanks/Ft. Wainwright, AK",101,1,"United States","US","Alaska","AK","02",3151701,31517,"Fairbanks, AK",101,1,64,"N",21,51,64.36416667,147,"W",21,41,-147.36138889,"",2002-10-01,2011-06-30,0,0,
1001402,10014,"A01","Blair Lake","Fairbanks/Ft. Wainwright, AK",101,1,"United States","US","Alaska","AK","02",3151701,31517,"Fairbanks, AK",101,1,64,"N",21,49,64.36361111,147,"W",21,50,-147.36388889,"",2011-07-01,,0,1,
1001501,10015,"A02","Deadmans Bay Airport","Deadmans Bay, AK",101,1,"United States","US","Alaska","AK","02",3001501,30015,"Deadmans Bay, AK",101,1,57,"N",4,0,57.06666667,153,"W",56,16,-153.93777778,"",2002-06-01,,0,1,
1001601,10016,"A03","Hallo Bay Airport","Hallo Bay, AK",101,1,"United States","US","Alaska","AK","02",3001601,30016,"Hallo Bay, AK",101,1,58,"N",27,27,58.45750000,154,"W",1,24,-154.02333333,"",2002-04-01,,0,1,
1001701,10017,"A04","Red Lake Airport","Red Lake, AK",101,1,"United States","US","Alaska","AK","02",3001701,30017,"Red Lake, AK",101,1,57,"N",16,38,57.27722222,154,"W",20,32,-154.34222222,"",2002-09-01,,0,1,
1001801,10018,"A05","Shell Lake Airport","Shell Lake, AK",101,1,"United States","US","Alaska","AK","02",3001801,30018,"Shell Lake, AK",101,1,61,"N",57,50,61.96388889,151,"W",33,21,-151.55583333,"",2002-11-01,,0,1,
1001901,10019,"A06","Navigator Airstrip","Kougarok, AK",101,1,"United States","US","Alaska","AK","02",3001901,30019,"Kougarok, AK",101,1,65,"N",39,20,65.65555556,165,"W",21,23,-165.35638889,"",2002-06-01,,0,1,
1002001,10020,"A07","Roland Norton Memorial Airstrip","Selawik, AK",101,1,"United States","US","Alaska","AK","02",3002001,30020,"Selawik, AK",101,1,66,"N",45,57,66.76583333,160,"W",9,9,-160.15250000,"",2002-12-01,2011-06-30,0,0,
1002002,10020,"A07","Roland Norton Memorial","Selawik, AK",101,1,"United States","US","Alaska","AK","02",3002001,30020,"Selawik, AK",101,1,66,"N",45,58,66.76611111,160,"W",9,10,-160.15277778,"",2011-07-01,,0,1,
1002101,10021,"A08","Pillar Bay Airport","Pillar Bay, AK",101,1,"United States","US","Alaska","AK","02",3002101,30021,"Pillar Bay, AK",101,1,56,"N",35,53,56.59805556,134,"W",14,34,-134.24277778,"",1950-01-01,,0,1,
1002201,10022,"JOH","Johnstone Point Airport","Johnstone Point, AK",101,1,"United States","US","Alaska","AK","02",3002201,30022,"Johnstone Point, AK",101,1,60,"N",28,53,60.48138889,146,"W",34,56,-146.58222222,"",1974-07-01,2002-12-31,0,0,
1002202,10022,"A09","Johnstone Point Airport","Johnstone Point, AK",101,1,"United States","US","Alaska","AK","02",3002201,30022,"Johnstone Point, AK",101,1,60,"N",28,56,60.48222222,146,"W",34,56,-146.58222222,"",2003-01-01,2013-11-30,0,0,
1002203,10022,"A09","Johnstone Point Airport","Johnstone Point, AK",101,1,"United States","US","Alaska","AK","02",3002201,30022,"Johnstone Point, AK",101,1,60,"N",28,54,60.48166667,146,"W",35,3,-146.58416667,"",2013-12-01,,0,1,
1002301,10023,"TLK","Tikchik Lodge Airport","Tikchik Lodge, AK",101,1,"United States","US","Alaska","AK","02",3002301,30023,"Tikchik Lodge, AK",101,1,59,"N",57,20,59.95555556,158,"W",28,50,-158.48055556,"",1950-01-01,2002-11-30,0,0,
1002302,10023,"KTH","Tikchik Lodge Airport","Tikchik Lodge, AK",101,1,"United States","US","Alaska","AK","02",3002301,30023,"Tikchik Lodge, AK",101,1,59,"N",57,20,59.95555556,158,"W",28,50,-158.48055556,"",2002-12-01,,0,1,
1002401,10024,"A11","Bell Creek Airport","Bell Creek, AK",101,1,"United States","US","Alaska","AK","02",3002401,30024,"Bell Creek, AK",101,1,60,"N",47,2,60.78388889,159,"W",32,25,-159.54027778,"",2002-12-01,,0,1,
1002501,10025,"A12","Cinnabar Airport","Cinnabar, AK",101,1,"United States","US","Alaska","AK","02",3002501,30025,"Cinnabar, AK",101,1,60,"N",47,7,60.78527778,158,"W",51,52,-158.86444444,"",2002-12-01,,0,1,
1002601,10026,"A13","Mountaintop Mine Airport","Mountaintop Mine, AK",101,1,"United States","US","Alaska","AK","02",3002601,30026,"Mountaintop Mine, AK",101,1,61,"N",23,25,61.39027778,157,"W",59,44,-157.99555556,"",2002-12-01,,0,1,
1002701,10027,"A14","Whitebear Airport","Whitebear, AK",101,1,"United States","US","Alaska","AK","02",3002701,30027,"Whitebear, AK",101,1,61,"N",11,20,61.18888889,159,"W",51,30,-159.85833333,"",2002-12-01,,0,1,
1002801,10028,"A15","Puviaq Airport","Puviaq, AK",101,1,"United States","US","Alaska","AK","02",3002801,30028,"Puviaq, AK",101,1,70,"N",43,7,70.71861111,154,"W",23,18,-154.38833333,"",2003-02-01,2011-06-30,0,0,
1002802,10028,"A15","Puviaq Airport","Puviaq, AK",101,1,"United States","US","Alaska","AK","02",3002801,30028,"Puviaq, AK",101,1,70,"N",42,56,70.71555556,154,"W",24,25,-154.40694444,"",2011-07-01,2013-02-28,1,1,
1002901,10029,"A16","Arley Lake Airport","Arley Lake, AK",101,1,"United States","US","Alaska","AK","02",3002901,30029,"Arley Lake, AK",101,1,70,"N",44,49,70.74694444,155,"W",21,39,-155.36083333,"",2003-03-01,,0,1,
1003001,10030,"A17","Port Vita Airport","Port Vita, AK",101,1,"United States","US","Alaska","AK","02",3003001,30030,"Port Vita, AK",101,1,58,"N",3,56,58.06555556,153,"W",4,21,-153.07250000,"",2002-09-01,,0,1,
1003101,10031,"A18","Kantishna Airport","Kantishna, AK",101,1,"United States","US","Alaska","AK","02",3003101,30031,"Kantishna, AK",101,1,63,"N",32,30,63.54166667,150,"W",59,38,-150.99388889,"",1950-01-01,2015-11-30,0,0,
1003102,10031,"A18","Kantishna Airport","Kantishna, AK",101,1,"United States","US","Alaska","AK","02",3003101,30031,"Kantishna, AK",101,1,63,"N",32,28,63.54111111,150,"W",59,42,-150.99500000,"",2015-12-01,,0,1,
1003301,10033,"A20","Alpine Airstrip","Alpine, AK",101,1,"United States","US","Alaska","AK","02",3003301,30033,"Alpine, AK",101,1,70,"N",20,39,70.34416667,150,"W",56,41,-150.94472222,"",2002-08-01,,0,1,
1003401,10034,"A21","Serpentine Airport","Serpentine, AK",101,1,"United States","US","Alaska","AK","02",3003401,30034,"Serpentine, AK",101,1,65,"N",51,5,65.85138889,164,"W",42,10,-164.70277778,"",2003-05-01,,0,1,
1003501,10035,"A22","Driftwood Bay Airport","Driftwood Bay, AK",101,1,"United States","US","Alaska","AK","02",3003501,30035,"Driftwood Bay, AK",101,1,53,"N",58,22,53.97277778,166,"W",51,25,-166.85694444,"",2003-01-01,,0,1,
1003601,10036,"A23","Bradley Lake Airport","Bradley Lake, AK",101,1,"United States","US","Alaska","AK","02",3003601,30036,"Bradley Lake, AK",101,1,59,"N",46,34,59.77611111,151,"W",57,49,-151.96361111,"",2003-01-01,,0,1,
1003701,10037,"A24","Chilkat Lake Airport","Chilkat Lake, AK",101,1,"United States","US","Alaska","AK","02",3003701,30037,"Chilkat Lake, AK",101,1,59,"N",19,54,59.33166667,135,"W",53,48,-135.89666667,"",2002-08-01,,0,1,
1003801,10038,"A25","Nugget Creek Airport","Nugget Creek, AK",101,1,"United States","US","Alaska","AK","02",3003801,30038,"Nugget Creek, AK",101,1,59,"N",17,18,59.28833333,136,"W",10,26,-136.17388889,"",2002-08-01,,0,1,
1003901,10039,"A26","Ivotuk Airstrip","Ivotuk, AK",101,1,"United States","US","Alaska","AK","02",3003901,30039,"Ivotuk, AK",101,1,68,"N",29,0,68.48333333,155,"W",44,0,-155.73333333,"",2003-05-01,,0,1,
1004001,10040,"A27","Pogo Mines Airport","Pogo Mines, AK",101,1,"United States","US","Alaska","AK","02",3004001,30040,"Pogo Mines, AK",101,1,64,"N",26,24,64.44000000,144,"W",56,11,-144.93638889,"",2003-10-01,,0,1,
1004101,10041,"A28","Ayakulik River Airport","Ayakulik River, AK",101,1,"United States","US","Alaska","AK","02",3004101,30041,"Ayakulik River, AK",101,1,57,"N",15,14,57.25388889,154,"W",25,20,-154.42222222,"",2001-01-01,,0,1,
1004201,10042,"A29","Kiluda Bay Airport","Kiluda Bay, AK",101,1,"United States","US","Alaska","AK","02",3004201,30042,"Kiluda Bay, AK",101,1,57,"N",19,23,57.32305556,153,"W",8,58,-153.14944444,"",2001-01-01,,0,1,
1004301,10043,"A30","Terror Lake Airport","Terror Lake, AK",101,1,"United States","US","Alaska","AK","02",3004301,30043,"Terror Lake, AK",101,1,57,"N",57,50,57.96388889,153,"W",3,30,-153.05833333,"",2001-01-01,,0,1,
1004401,10044,"A31","Selief Bay Airport","Selief Bay, AK",101,1,"United States","US","Alaska","AK","02",3004401,30044,"Selief Bay, AK",101,1,58,"N",58,58,58.98277778,153,"W",11,0,-153.18333333,"",2001-01-01,,0,1,
1004701,10047,"A34","Laura Lake Airport","Laura Lake, AK",101,1,"United States","US","Alaska","AK","02",3004701,30047,"Laura Lake, AK",101,1,58,"N",21,43,58.36194444,152,"W",18,44,-152.31222222,"",2002-07-01,,0,1,
1004901,10049,"A36","Deep Bay Airport","Deep Bay, AK",101,1,"United States","US","Alaska","AK","02",3004901,30049,"Deep Bay, AK",101,1,55,"N",33,37,55.56027778,131,"W",39,20,-131.65555556,"",2001-01-01,,0,1,
1005001,10050,"A37","Kako Airport","Kako, AK",101,1,"United States","US","Alaska","AK","02",3005001,30050,"Kako, AK",101,1,61,"N",53,56,61.89888889,161,"W",26,17,-161.43805556,"",2003-01-01,2011-06-30,0,0,
1005002,10050,"A37","Kako Airport","Kako, AK",101,1,"United States","US","Alaska","AK","02",3005001,30050,"Kako, AK",101,1,61,"N",53,56,61.89888889,161,"W",26,23,-161.43972222,"",2011-07-01,,0,1,
1005101,10051,"A38","Molly Creek Airport","Molly Creek, AK",101,1,"United States","US","Alaska","AK","02",3005101,30051,"Molly Creek, AK",101,1,64,"N",5,50,64.09722222,143,"W",16,0,-143.26666667,"",2003-01-01,,0,1,
1005201,10052,"A39","Ptarmigan Lake Airport","Ptarmigan Lake, AK",101,1,"United States","US","Alaska","AK","02",3005201,30052,"Ptarmigan Lake, AK",101,1,61,"N",51,58,61.86611111,141,"W",9,35,-141.15972222,"",2003-01-01,,0,1,
1005301,10053,"A40","Cape Simpson Airport","Cape Simpson, AK",101,1,"United States","US","Alaska","AK","02",3005301,30053,"Cape Simpson, AK",101,1,71,"N",3,25,71.05694444,154,"W",43,42,-154.72833333,"",2002-07-01,,0,1,
1005401,10054,"A41","Kogru River Airport","Kogru River, AK",101,1,"United States","US","Alaska","AK","02",3005401,30054,"Kogru River, AK",101,1,70,"N",34,34,70.57611111,152,"W",16,16,-152.27111111,"",2002-07-01,2011-06-30,0,0,
1005402,10054,"A41","Kogru River Airport","Kogru River, AK",101,1,"United States","US","Alaska","AK","02",3005401,30054,"Kogru River, AK",101,1,70,"N",34,29,70.57472222,152,"W",15,32,-152.25888889,"",2011-07-01,2013-03-31,1,1,
1005501,10055,"A42","Teshepkuk Lake Airport","Teshepkuk Lake, AK",101,1,"United States","US","Alaska","AK","02",3005501,30055,"Teshepkuk Lake, AK",101,1,70,"N",21,30,70.35833333,153,"W",11,48,-153.19666667,"",2004-01-01,,0,1,
1005601,10056,"A43","Trident Basin Seaplane Base","Kodiak Island, AK",101,1,"United States","US","Alaska","AK","02",3005601,30056,"Kodiak Island, AK",101,1,57,"N",46,51,57.78083333,152,"W",23,28,-152.39111111,"",2003-04-01,,0,1,
1005801,10058,"A45","Lake Florence Airport","Lake Florence, AK",101,1,"United States","US","Alaska","AK","02",3005801,30058,"Lake Florence, AK",101,1,57,"N",49,0,57.81666667,134,"W",35,0,-134.58333333,"",2004-07-01,,0,1,
1005901,10059,"A46","Lake Hasselborg Airport","Lake Hasselborg, AK",101,1,"United States","US","Alaska","AK","02",3005901,30059,"Lake Hasselborg, AK",101,1,57,"N",42,0,57.70000000,134,"W",16,0,-134.26666667,"",2004-07-01,,0,1,
1006001,10060,"A47","Distin Lake Airport","Distin Lake, AK",101,1,"United States","US","Alaska","AK","02",3006001,30060,"Distin Lake, AK",101,1,57,"N",37,0,57.61666667,134,"W",22,0,-134.36666667,"",2004-07-01,,0,1,
1006101,10061,"A48","Port Hobron Airport","Port Hobron, AK",101,1,"United States","US","Alaska","AK","02",3006101,30061,"Port Hobron, AK",101,1,57,"N",9,0,57.15000000,153,"W",9,0,-153.15000000,"",2004-07-01,,0,1,
1006201,10062,"A49","Mooseville Airstrip Airport","Mooseville Airstrip, AK",101,1,"United States","US","Alaska","AK","02",3006201,30062,"Mooseville Airstrip, AK",101,1,70,"N",17,4,70.28444444,152,"W",12,43,-152.21194444,"",2005-01-01,,0,1,
1006301,10063,"A50","Big Bay Airport","Big Bay, AK",101,1,"United States","US","Alaska","AK","02",3006301,30063,"Big Bay, AK",101,1,58,"N",33,45,58.56250000,152,"W",35,46,-152.59611111,"",2005-01-01,,0,1,
1006401,10064,"A51","Wien Lake Airport","Wien Lake, AK",101,1,"United States","US","Alaska","AK","02",3006401,30064,"Wien Lake, AK",101,1,64,"N",21,10,64.35277778,151,"W",16,30,-151.27500000,"",2005-01-01,,0,1,
1006501,10065,"A52","Silver Salmon Creek Airport","Silver Salmon Creek, AK",101,1,"United States","US","Alaska","AK","02",3006501,30065,"Silver Salmon Creek, AK",101,1,59,"N",57,50,59.96388889,152,"W",40,56,-152.68222222,"",2003-04-01,,0,1,
1006601,10066,"A53","Blear Lake Airport","Blear Lake, AK",101,1,"United States","US","Alaska","AK","02",3006601,30066,"Blear Lake, AK",101,1,64,"N",20,0,64.33333333,147,"W",30,0,-147.50000000,"",2005-06-01,,0,1,
1006701,10067,"A54","Cannery Bay Airport","Cannery Bay, AK",101,1,"United States","US","Alaska","AK","02",3006701,30067,"Cannery Bay, AK",101,1,53,"N",41,0,53.68333333,166,"W",45,0,-166.75000000,"",2005-01-01,,0,1,
1006901,10069,"A56","Johnsons Landing","Bear Lake, AK",101,1,"United States","US","Alaska","AK","02",3006901,30069,"Bear Lake, AK",101,1,56,"N",2,12,56.03666667,160,"W",15,58,-160.26611111,"",2005-03-01,,0,1,
1007001,10070,"VZK","International Seafoods Airport","International Seafoods, AK",101,1,"United States","US","Alaska","AK","02",3644001,36440,"International Seafoods, AK",101,1,58,"N",16,0,58.26666667,157,"W",32,0,-157.53333333,"",1999-04-01,2001-09-30,0,0,
1007002,10070,"A57","International Seafoods Airport","International Seafoods, AK",101,1,"United States","US","Alaska","AK","02",3644001,36440,"International Seafoods, AK",101,1,58,"N",16,0,58.26666667,157,"W",32,0,-157.53333333,"",2001-10-01,,0,1,
1007101,10071,"A58","Cosna River Airport","Cosna River, AK",101,1,"United States","US","Alaska","AK","02",3007101,30071,"Cosna River, AK",101,1,64,"N",30,0,64.50000000,151,"W",40,0,-151.66666667,"",2005-04-01,,0,1,
1007201,10072,"A59","Ivatuk Airport","Ivatuk, AK",101,1,"United States","US","Alaska","AK","02",3007201,30072,"Ivatuk, AK",101,1,68,"N",29,16,68.48777778,155,"W",45,27,-155.75750000,"",2005-04-01,,0,1,
1007401,10074,"A61","Cape Sarichef AFS","Cape Sarichef, AK",101,1,"United States","US","Alaska","AK","02",3007401,30074,"Cape Sarichef, AK",101,1,54,"N",35,0,54.58333333,164,"W",54,45,-164.91250000,"",1999-03-01,2011-06-30,0,0,
1007402,10074,"A61","Cape Sarichef Airport","Cape Sarichef, AK",101,1,"United States","US","Alaska","AK","02",3007401,30074,"Cape Sarichef, AK",101,1,54,"N",34,57,54.58250000,164,"W",54,52,-164.91444444,"",2011-07-01,,0,1,
1007501,10075,"A62","Taylor Mountain","Taylor Mountain Mine, AK",101,1,"United States","US","Alaska","AK","02",3007501,30075,"Taylor Mountain Mine, AK",101,1,60,"N",52,4,60.86777778,157,"W",23,31,-157.39194444,"",2005-04-01,,0,1,
1007601,10076,"A63","Coal Creek","Yukon Charley Rivvers, AK",101,1,"United States","US","Alaska","AK","02",3007601,30076,"Yukon Charley Rivvers, AK",101,1,65,"N",18,40,65.31111111,143,"W",8,7,-143.13527778,"",2005-06-01,2011-06-30,0,0,
1007602,10076,"A63","Coal Creek","Yukon Charley Rivvers, AK",101,1,"United States","US","Alaska","AK","02",3007601,30076,"Yukon Charley Rivvers, AK",101,1,65,"N",18,41,65.31138889,143,"W",8,8,-143.13555556,"",2011-07-01,2015-11-30,0,0,
1007603,10076,"A63","Coal Creek","Yukon Charley Rivvers, AK",101,1,"United States","US","Alaska","AK","02",3007601,30076,"Yukon Charley Rivvers, AK",101,1,65,"N",18,42,65.31166667,143,"W",8,3,-143.13416667,"",2015-12-01,,0,1,
1007801,10078,"A65","Karluk Portage Airport","Karluk Portage, AK",101,1,"United States","US","Alaska","AK","02",3007801,30078,"Karluk Portage, AK",101,1,57,"N",32,18,57.53833333,154,"W",9,52,-154.16444444,"",2005-06-01,,0,1,
1007901,10079,"A66","Hope Airport","Hope, AK",101,1,"United States","US","Alaska","AK","02",3007901,30079,"Hope, AK",101,1,60,"N",54,20,60.90555556,149,"W",37,26,-149.62388889,"",2005-08-01,2011-06-30,0,0,
1007902,10079,"A66","Hope Airport","Hope, AK",101,1,"United States","US","Alaska","AK","02",3007901,30079,"Hope, AK",101,1,60,"N",54,15,60.90416667,149,"W",37,26,-149.62388889,"",2011-07-01,2015-03-31,0,0,
1007903,10079,"A66","Hope Airport","Hope, AK",101,1,"United States","US","Alaska","AK","02",3007901,30079,"Hope, AK",101,1,60,"N",54,26,60.90722222,149,"W",37,22,-149.62277778,"",2015-04-01,,0,1,
1008001,10080,"A67","Viekoda Bay Airport","Viekoda Bay, AK",101,1,"United States","US","Alaska","AK","02",3008001,30080,"Viekoda Bay, AK",101,1,57,"N",50,58,57.84944444,153,"W",6,55,-153.11527778,"",2005-07-01,,0,1,
1008201,10082,"A69","Cathedral Strip","Cold Bay, AK",101,1,"United States","US","Alaska","AK","02",3008201,30082,"Cold Bay, AK",101,1,55,"N",44,24,55.74000000,162,"W",7,31,-162.12527778,"",2005-07-01,,0,1,
1008301,10083,"A70","Village Islands Airport","Village Islands, AK",101,1,"United States","US","Alaska","AK","02",3008301,30083,"Village Islands, AK",101,1,57,"N",46,27,57.77416667,153,"W",32,41,-153.54472222,"",2005-10-01,,0,1,
1008401,10084,"A71","Bear Cove Farm","Homer, AK",101,1,"United States","US","Alaska","AK","02",3000901,30009,"Homer, AK",101,1,59,"N",44,18,59.73833333,151,"W",1,48,-151.03000000,"",2005-04-01,,0,1,
1008501,10085,"A72","Chinitna Bay Airport","Chinitna Bay, AK",101,1,"United States","US","Alaska","AK","02",3008501,30085,"Chinitna Bay, AK",101,1,59,"N",50,0,59.83333333,152,"W",35,5,-152.58472222,"",2005-04-01,,0,1,
1008601,10086,"A73","McKinley National Park","McKinley Park, AK",101,1,"United States","US","Alaska","AK","02",3008601,30086,"McKinley Park, AK",101,1,63,"N",43,57,63.73250000,148,"W",54,38,-148.91055556,"",1950-01-01,,0,1,
1008701,10087,"A74","Dog Fish Bay","Nanwalek, AK",101,1,"United States","US","Alaska","AK","02",3264901,32649,"Nanwalek, AK",101,1,59,"N",14,28,59.24111111,151,"W",52,38,-151.87722222,"",2005-04-01,,0,1,
1008801,10088,"A75","Malina Bay Airport","Malina Bay, AK",101,1,"United States","US","Alaska","AK","02",3008801,30088,"Malina Bay, AK",101,1,58,"N",10,19,58.17194444,152,"W",53,39,-152.89416667,"",2005-10-01,,0,1,
1008901,10089,"A76","Red Fox Bay Airport","Red Fox Bay, AK",101,1,"United States","US","Alaska","AK","02",3008901,30089,"Red Fox Bay, AK",101,1,58,"N",27,52,58.46444444,152,"W",35,35,-152.59305556,"",2005-10-01,,0,1,
1009001,10090,"A77","Shearwater Airport","Shearwater, AK",101,1,"United States","US","Alaska","AK","02",3009001,30090,"Shearwater, AK",101,1,57,"N",20,36,57.34333333,152,"W",53,50,-152.89722222,"",2005-10-01,,0,1,
1009101,10091,"A78","Lake","Cape Simpson, AK",101,1,"United States","US","Alaska","AK","02",3005301,30053,"Cape Simpson, AK",101,1,71,"N",1,48,71.03000000,154,"W",26,37,-154.44361111,"",2005-10-01,,0,1,
